GUID	Key	Value	OriginalValue	Info for translators	Do Not Translate	Localization State
1821939048835035519	Notification_RelationshipLabel_Leveled	{2} label between {0} and {1} went from level {3} to {4}!	{0} and {1}'s {2} label went from level {3} to {4}!		False	Localized, SentToLocalization
533188656138778470	Notification_GetToKnow_Learned	Learned about {1}\n{0}	Learned about {1}\n{0}		True	SentToLocalization
4019928041773221819	Notification_NPCLeaving	{0} has to go.	{0} has to go.		False	Localized, SentToLocalization
8824151649805045512	Notification_WantGained	{0} gained a want.	{0} gained a want		False	Localized, SentToLocalization
8364722772937558431	NotificationSubtitleB_SkillLevelUp	{3}	{3}		True	None
4647793655238702527	TogetherBar_Basics	When Parafolks are talking, this bar fills. When the bar is full, you can choose how to develop the conversation.	The Parafolks discuss together and when the bar is full, you can select a development.		False	ChangedOnProofreadingImport, Localized, SentToLocalization
2565225960455254328	TogetherBar_ButtonFull	Click to select a development for the conversation.	Click to select a development for the conversation.		False	Localized, SentToLocalization
7984561099834280103	Notification_CharacterLeaves_Asked	{0} said bye!	{0} said bye!		False	Localized, SentToLocalization
2348607490873712514	Notification_CharacterLeaves_AwkwardInteraction	{0} is leaving because the conversation feels awkward.	{0} left because the conversation felt awkward.		False	Localized, SentToLocalization
6026086170837509647	SkillName_KnowledgeMusic	Music	Music		False	Localized, SentToLocalization
658632518718358005	SkillDescription_KnowledgeMusic	The knowledge of instruments, songs, and rhythm.	The knowledge of instruments, songs and rhythm.		False	Localized, SentToLocalization
5568209141062841852	SkillName_KnowledgeFood	Food	Food		False	Localized, SentToLocalization
5994574495591549074	SkillDescription_KnowledgeFood	The knowledge of taste, ingredients, and cooking techniques.	The knowledge of taste, ingredients and cooking techniques.		False	Localized, SentToLocalization
6928244796863686050	SkillName_KnowledgeFitness	Fitness	Fitness		False	Localized, SentToLocalization
2635243485325088713	SkillDescription_KnowledgeFitness	The knowledge of improving one's body.	The knowledge of improving one's body.		False	Localized, SentToLocalization
5640947469581540181	SkillName_KnowledgeTechnology	Technology	Technology		False	Localized, SentToLocalization
9018313918452593569	SkillDescription_KnowledgeTechnology	The knowledge of all things technological.	The knowledge of all things technological.		False	Localized, SentToLocalization
8298758701608331429	SkillName_Guitar	Guitar	Guitar		False	Localized, SentToLocalization
6057281239877501538	SkillDescription_Guitar	Your skill level in guitar.	Your skill level with guitars.\n\nIncreasing this skill also increases the Music Knowledge.		False	Localized, SentToLocalization
9082951287404711050	SkillName_Piano	Piano	Piano		False	Localized, SentToLocalization
6044929237648919857	SkillDescription_Piano	Your skill level in piano.	Your skill level with pianos.\n\nIncreasing this skill also increases the Music Knowledge.		False	Localized, SentToLocalization
4562318600615629316	SkillName_Cooking	Cooking	Cooking		False	Localized, SentToLocalization
6192201926655651844	SkillDescription_Cooking	Your skill level in cooking.	Your skill level at cooking\n\nIncreasing this skill also increases the Food Knowledge.		False	ChangedOnProofreadingImport, Localized, SentToLocalization
863206418672228069	SkillName_Baking	Baking	Baking		False	Localized, SentToLocalization
8779093080049690158	SkillDescription_Baking	Your skill level in baking.	Your skill level at baking things.\n\nIncreasing this skill also increases the Food Knowledge.		False	Localized, SentToLocalization
7786656331217450336	SkillName_Exercising	Exercise	Exercising		False	Localized, SentToLocalization
1865587230360291581	SkillDescription_Exercising	Your skill level in exercise.	Your skill level with exercises.\n\nIncreasing this skill also increases the Fitness Knowledge.		False	Localized, SentToLocalization
5938053852482411058	SkillName_Dancing	Dance	Dancing		False	Localized, SentToLocalization
7537839583328226923	SkillDescription_Dancing	Your skill level in dance.	Your skill level with dances.\n\nIncreasing this skill also increases the Fitness Knowledge.		False	Localized, SentToLocalization
3019237196876409564	SkillName_Programming	Programming	Programming		False	Localized, SentToLocalization
5248949281161902043	SkillDescription_Programming	Your skill level in programming.	Your skill level with programming.\n\nIncreasing this skill also increases the Technology Knowledge.		False	Localized, SentToLocalization
3023127282518940099	SkillName_GraphicDesign	Graphic Design	Graphic Design		False	Localized, SentToLocalization
3657708574193584334	SkillDescription_GraphicDesign	Your skill level in graphic design.	Your skill level in graphic design.\n\nIncreasing this skill also increases the Technology Knowledge.		False	Localized, SentToLocalization
64423019418070796	Interaction_TalkWith	Talk with	Talk with		False	Localized, SentToLocalization
5463584983086962043	Skin_Menu_Title_Recipes	Recipes	Recipes	Cooking recipes	False	Localized, SentToLocalization
6177740163812088663	Skin_Menu_Title_Paintings	Painting Styles	Painting Style		False	Localized, SentToLocalization
7489558005993190801	SkillDescription_KnowledgeVisualArt	The knowledge of visual arts and painting.	The knowledge of visual arts and painting.		False	Localized, SentToLocalization
7750899980560398236	SkillName_KnowledgeVisualArt	Art	Arts		False	Localized, SentToLocalization
1094715724639661519	SkillName_Painting	Painting	Painting		False	Localized, SentToLocalization
4424584980729787006	SkillDescription_Painting	Your skill level in painting.	Your skill level at painting all sorts of masterpieces.\n\nIncreasing this skill also increases the Art Knowledge.		False	Localized, SentToLocalization
8789426101472622564	UISkills_ProgressTought	Skills currently progressing	Skills in progress		False	Localized, SentToLocalization
172415207331104270	SkillName_Triangle	Triangle	Triangle		False	Localized, SentToLocalization
5833682612249118319	SkillDescription_Triangle	Your skill level in triangle.	Your skill level with triangle.\n\nIncreasing this skill also increases the Music Knowledge.		False	Localized
967574391345791823	TraitCategory_Lifestyles	Lifestyles	Lifestyles		False	Localized, SentToLocalization
506285551456085369	TraitCategory_Talent	Talent	Talent		False	Localized, SentToLocalization
1697106816368952412	TraitCategory_Social	Social Perk	Social Perk		False	Localized, SentToLocalization
3219665033765568208	TraitCategory_Vibe	Vibe	Vibe		False	Localized, SentToLocalization
2586877912901479833	UIProfile_PointsLeft	{0} Points Left	{0} points left		False	Localized, SentToLocalization
6384728044703736776	Trait_Stat_Physique	Physique	Physique		False	Localized, SentToLocalization
4403168871237737044	Trait_Stat_Mind	Mind	Mind		False	Localized, SentToLocalization
3790991968361463241	Trait_Stat_Creativity	Creativity	Creativity		False	Localized, SentToLocalization
4592681033821555495	Trait_Stat_Charisma	Charisma	Charisma		False	Localized, SentToLocalization
5887938138303613473	UIProfile_PickOne	Pick One	Pick one		False	Localized, SentToLocalization
6094965604447234227	Trait_Vibe_Overjoyed	Overjoyed	Overjoyed		False	Localized, SentToLocalization
8890241649211605681	Trait_Social_BeingAlone	Good at Being Alone	Good at being alone		False	Localized, SentToLocalization
4944716191256978755	Trait_Talent_JackOfAllTrade	Jack-of-All-Trades	Jack-of-all-trades		False	ChangedOnProofreadingImport, Localized, SentToLocalization
5566363317483673283	Trait_Lifestyle_Vegetarian	Vegetarian	Vegetarian		False	Localized, SentToLocalization
5663577761255288731	Trait_Lifestyle_SleepingHabits	Sleeping Habits	Sleeping habits		False	Localized, SentToLocalization
809450751429197205	Trait_Lifestyle_CleaningHabits	Cleaning Habits	Cleaning habits		False	Localized, SentToLocalization
2792427207100334238	TraitChoice_CleaningHabits_Sloppy	Sloppy	Sloppy		False	Localized, SentToLocalization
4101289030492579808	TraitChoice_SleepingHabits_NightOwl	Night Owl	Night owl		False	Localized, SentToLocalization
6428940172025377534	TraitChoice_CleaningHabits_Neat	Neat	Neat		False	Localized, SentToLocalization
268131282001790496	TraitChoice_SleepingHabits_EarlyBird	Early Bird	Early bird		False	Localized, SentToLocalization
6218974732057780602	TraitChoice_SleepingHabits_Neutral	Standard	Standard		False	Localized, SentToLocalization
6725541795333757188	TraitChoice_CleaningHabits_Neutral	Standard	Standard		False	Localized, SentToLocalization
2025151129510459432	Trait_Vibe_Grumpy	Grumpy	Grumpy		False	Localized, SentToLocalization
4430424040208167580	Trait_Vibe_Gloomy	Gloomy	Gloomy		False	Localized, SentToLocalization
8664767333378427267	Trait_Vibe_Energetic	Energetic	Energetic		False	Localized, SentToLocalization
3751463882960040165	Trait_Vibe_Serious	Serious	Serious		False	Localized, SentToLocalization
1653899102300370606	Trait_Vibe_Sensitive	Sensitive	Sensitive		False	Localized, SentToLocalization
2549637469082239020	Trait_Vibe_Peaceful	Peaceful	Peaceful		False	Localized, SentToLocalization
4703277346811022381	Trait_Vibe_Jester	Jester	Jester		False	Localized, SentToLocalization
4947205724666068174	Trait_Social_MakingFriends	Good at Making Friends	Good at making friends		False	Localized, SentToLocalization
3249344735037047224	Trait_Social_TakingCare	Good at Taking Care of Others	Good at taking care of others		False	Localized, SentToLocalization
4793222506514411287	Trait_Social_Romance	Good at Romantic Relationships	Good at romantic relationships		False	Localized, SentToLocalization
5737072928939769615	Trait_Social_Family	Good with Family	Good with family		False	Localized, SentToLocalization
3634452992112604036	Trait_Talent_Music	Music	Music		False	Localized, SentToLocalization
3823460278004934893	Trait_Talent_Fitness	Fitness	Fitness		False	Localized, SentToLocalization
7086694739304561737	Trait_Talent_Food	Food	Food		False	Localized, SentToLocalization
624206774309836237	Trait_Talent_Technology	Technology	Technology		False	Localized, SentToLocalization
6142569394357748249	Trait_Talent_VisualArts	Art	Arts		False	Localized, SentToLocalization
7198449837479106197	Trait_Talent_GoodAtNothing	Good at Nothing	Good at nothing		False	Localized, SentToLocalization
2734693233690423753	Trait_Social_Cooperation	Good at Cooperating	Good at cooperation		False	Localized, SentToLocalization
455783968558849859	UIProfile_PersonalityLevel	Level {0}	Level {0}		False	Localized, SentToLocalization
3443614090214277027	UIProfile_LevelUp	Level Up	Level up		False	Localized, SentToLocalization
6551613792057472063	Skin_Menu_Title_Piano	Piano Songs	Piano Songs	Header of a menu that lets the player choose what piano song their character will play	False	Localized, SentToLocalization
6287744288312054498	UIProfile_Lifestage_HumanAdult	Adult, aged {0}	Adult, aged {0}		False	SentToLocalization
1682695188825038581	UIProfile_Lifestage_HumanChild	Child, aged {0}	Child, aged {0}		False	SentToLocalization
6104907151714913890	UIProfile_Lifestage_HumanElder	Elder, aged {0}	Elder, aged {0}		False	SentToLocalization
809278053214219107	UIProfile_Lifestage_HumanTeen	Teen, aged {0}	Teen, aged {0}		False	SentToLocalization
2062585040155995401	UIProfile_Lifestage_HumanToddler	Toddler, aged {0}	Toddler, aged {0}		False	SentToLocalization
8579818014928184069	UIProfile_Lifestage_HumanPreTeen	Pre-teen, aged {0}	Pre-teen, aged {0}		False	SentToLocalization
7276785218596871661	UIProfile_Lifestage_HumanBaby	Baby, aged {0}	Baby, aged {0}		False	SentToLocalization
3324525664229216956	UIProfile_UnknownInformation	Unknown Information	Unknown information		False	Localized, SentToLocalization
3683470261211939873	UIProfile_Identity	Identity	Identity		False	Localized, SentToLocalization
8733181533806841676	UIProfile_Personality	Personality	Personality		False	Localized, SentToLocalization
8507313189530047144	UIProfile_Occupations	Occupations	Occupations		False	Localized, SentToLocalization
3484094560115079312	UIProfile_FamilySituation	Family Situation	Family Situation		False	Localized, SentToLocalization
7706517379066799173	UIProfile_RomanticSituation	Romantic Situation	Romantic Situation		False	Localized, SentToLocalization
